Group,Unique_times,chat
8,1:35:58,"[' xqcS xqcS xqcS xqcS', ' owlval100 owlval100 owlval100', ' FREE XQC', ' @xqcow hey man', ' MEMES haHAA', ' xqcDab xqcDab xqcDab xqcDab xqcDab', ' MercyWing1 TPFufun MercyWing2', ' FREE XQC', ' aaaaaaaaaaah', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' Poggers', ' HYPE', ' calvinDAB calvinDAB calvinDAB', ' FREE TAY K', ' Free xQc']"
,1:35:59,"[' SOOOO DOPE', ' esketit', ' FREE XQC', ' FREE XQC xqcSad', ' free xQc', ' Go Phily', ' XQC', ' owldal150', ' Could i have a pass?', ' moon2S', ' Free xQc', ' haHAA', ' XQC is bad', ' Free xQc', ' SeriousSloth']"
,1:36:00,[' owlphi500']
,1:36:01,"[' DAB', ' P R Kreygasm F I T', ' FUSION MercyWing1 ', ' PogChamp PogChamp', ' NOT SEMMLER PogChamp', ' FREE XQC', ' Go go goooo !', ' FREE XQC', ' GIFT ME THE ALL ACCESS PASS', ' HOLY PROFIT', ' cheer2600 Pog', ' owlgla150 owlval150 owlphi100 owlldn100', ' PogChamp', ' WORST CASTERS :(']"
,1:36:02,"[' PR PogChamp FIT', ' PROFIT PogChamp', ' PogChamp PogChamp PogChamp PogChamp', ' carpe LUL', ' OWLPHIg OWLPHIg', ' OWLLDNg OWLLDNg OWLLDNg', ' YO', ' ResidentSleeper', ' FREE XQC!!', ' XQC', ' PowerUpL SeriousSloth PowerUpR', ' Best Main Tank Drake approves of Fissure over Gesture', ' Tryhard 7', ' ConcernDoge', ' FREE XQC']"
,1:36:03,[' owlshd100']
,1:36:04,"[' CARPE LUL', ' FREE XQC', ' 47-16', ' owldal100 owldal100', ' owlphi50', ' GivePLZ LONDON TAKE MY ENEREGY TakeNRG', ' xqcS xqcS xqcS xqcS', ' Free seagull LUL', ' MONTE xqcSleeper xqcSleeper xqcSleeper', ' vardaaDerp vardaaDerp vardaaDerp', ' PogChamp', ' FREE XQC', ' damn']"
,1:36:05,"[' DAB DAB', ' XQREEEE', ' effH effH', ' 47-16 PogChamp', ' owlphi100', ' owlshd100 owlshd100', ' cheer 300', ' OWLboop', ' GOD', ' PogChamp PROFIT', ' PogChamp PogChamp', ' FREE XQC', ' CARPE THROW']"
,1:36:06,"[' mrX BibleThump', ' BabyRage GIVE ME FREE ALL-ACCESS PASS FOR NOTHING IN RETURN BabyRage', ' PROFIT PogChamp PogChamp', ' PogChamp Profit', ' moon2S', ' owlshd100 owlshd100', ' PogChamp', ' WHY MONTE AND DOA WTF THEY ARE WORST', ' OWLzzz OWLzzz OWLzzz OWLzzz OWLzzz', ' daaaaaaab', ' FREE XQC', ' WAIT DOES THAT MEAN GAME 3 SEMMLER AND HEX', ' Xqc LUL', ' wtf', ' anakShakal']"
,1:36:07,"[' PinkMercy MercyWing2 MercyWing1', ' moxxy', ' owlldn100']"
,1:36:08,"[' fitzCreep fitzCreep fitzCreep', ' owlphi150', ' PROFIT PogChamp', ' :)', ' CARPE LUL', ' Pog', ' owlphi100', ' wraxuDab wraxuDab wraxuDab wraxuDab', ' HI HARLEY!!!!!!!!!!!', ' P R PogChamp F I T', ' OWLDALg OWLDALg', ' PROFIT POGGERS', ' xqcHands xqcHands xqcHands FREE XQC', ' owlphi100 owlphi100']"
,1:36:09,"[' go london', ' free xqc', ' free xqc', ' +', ' FREE XQC xqcE', ' wtf', ' FREE XQC', ' CARPE THROW LUL', ' OWLSombra', ' No excessive use of symbols allowed (ow_andrew) (warning)', ' PinkMercy', ' OWLPHI', ' them stats tho', ' ачрт', ' FREE XQC']"
,1:36:10,"[' PogChamp', ' OWLLDNg OWLLDNg OWLLDNg OWLLDN OWLLDN OWLLDN', ' owldal100', ' :p', ' CARPE SabaPing', ' herwo', ' FREE XQC FREE XQC', ' 29/40', ' owlldn150 owlhou150 owlval150 owlphi100']"
,1:36:11,"[' FREE XQC', ' 47-16 pog', ' 29-40 LUL', ' Free xQc', ' FREE XQC', ' Carpe :(', ' OMG', ' MercyWing2 PinkMercy MercyWing1', ' E Q LUL', ' 29 - 40 OMEGALUL 29 - 40 OMEGALUL 29 - 40 OMEGALUL', ' we go agaen', ' CARPE NotLikeThis', ' CoolStoryBob CoolStoryBob CoolStoryBob', ' WHAT HAPPENED', ' PROFIT PogChamp']"
,1:36:12,"[' owlseo150', ' FREE XQC xqcSad xqcSad', ' anybody wants to gift me the all-access pass?', ' JAYNE YOU GOTTA', ' UPER X OR RIOT BabyRage', ' FREE XQC', ' xqcS xqcS', ' Hi', ' Carpe LUL', ' owlphi100', ' 40 deaths LUL LUL', ' WHERE IS SEMMLER? IM LEAVING THIS BYE', ' HOLY', ' HI', ' PR PogChamp FIT']"
9,1:43:59,"[' Bring on xqc xqcG', ' PogChamp PogChamp PogChamp PogChamp PogChamp', ' POGGERS', ' eaten', ' GivePLZ MercyWing1 PinkMercy MercyWing2 TakeNRG', ' LUL', ' owlgla150', ' owlhou100 owlldn100', ' PogChamp', ' PogChamp', ' PogChamp PogChamp PogChamp PogChamp PogChamp', ' PHILLY', ' EQOO', ' GESTURE PogChamp', ' bye bye']"
,1:44:00,"[' PogChamp PogChamp PogChamp', ' OWLOrisa', ' PogChamp', ' PR LUL FIT', ' OhMyDog OhMyDog OhMyDog', ' LUL', ' PogChamp', ' THE COMBO', ' owlhou100', ' PogChamp', ' OWLteamkill', ' dat kill', ' RIP', ' 250k viewers dead game LUL', ' OWLZenyatta']"
,1:44:01,
,1:44:02,"[' OWLzzz OWLzzz OWLzzz', ' PogChamp PogChamp PogChamp PogChamp', ' owlgla100 owlgla100', ' OWLpotg', ' LOOK AT THE CHEERS WOW', ' PogChamp PogChamp', ' ORISAS', ' owlhou100 owlhou100', ' Kreygasm', ' PogChamp PogChamp PogChamp', ' PogChamp', ' OOF', ' PogChamp', ' these halts', ' PogChamp PogChamp PogChamp PogChamp']"
,1:44:03,"[' P R LUL FIT', ' NICEEEEEE', ' Sado!', ' yers philly', ' PogChamp PogChamp PogChamp', ' PogU', ' PogChamp', ' LUL', ' No spamming allowed (anaksaii) (warning)', ' boo!!!', ' cancelled the dragon!', ' PogChamp', ' PogChamp', ' Kreygasm Kreygasm', ' SADO POG']"
,1:44:04,"[' owlldn100 owlldn100 owlldn100', ' PogChamp', ' Pog', ' NA PROFIT DRAGON', ' SADO PogChamp', ' EQO']"
,1:44:05,"[' NISSSSSSU EQO', ' PogChamp PogChamp PogChamp', ' WHATCHUA SAY BOUT ORISA?', ' owlhou150', ' already back at 62%!!', ' LUL LUL LUL', ' Nooo', ' FAKE CROWD NOISE', ' aaaaaaaaaaaas', ' MercyWing1 OWLPHI MercyWing2', ' POG\\', ' RFW', ' *pogchamp*', ' owlbos100', ' yeeee']"
,1:44:06,"[' owlldn100', ' EQO PogChamp', ' profit throw lol', ' PogChamp', ' NICEE', ' PogChamp PogChamp', ' No excessive use of emotes allowed (Pearceadair) (warning)', ' NORTH AMERICAN ULTIMATE LUL', ' Hanzo ResidentSleeper', ' RKT', ' PogChamp PogChamp PogChamp', ' PRETTY LUCKY NGL', ' 10/10', ' XQC', ' OWLMoira OWLMoira']"
,1:44:07,"[' mistake LUL', ' OWLboop', ' HANZO LUL', ' owlphi100']"
,1:44:08,"[' owlldn500', ' Oof', ' PogChamp PogChamp PogChamp', ' PogChamp PogChamp', ' pog pog pog', ' POGCHAMP', ' eqo and carpe are monsters', ' PogChamp PogChamp', ' profit LUL', ' philly']"
,1:44:09,"[' PogChamp', ' E Q PogChamp CARRY', ' nice PLAy', ' PogChamp', ' PogChamp', ' POG', ' E Q LUL', ' owlgla100', ' RIP horse', ' PogChamp PogChamp PogChamp PogChamp', ' TriHard TriHard TriHard TriHard TriHard', ' LUL', ' YES PHILLLYY']"
,1:44:10,"[' PogChamp PogChamp', ' GESTURE PogChamp', ' PogChamp PogChamp', ' owlbos150 owldal150 owlfla150 owlgla150 owlhou150 owlldn150 owlnye150 owlphi150 owlseo150 owlsfs150 owlshd150 owlval150', ' LUL LUL LUL LUL LUL', ' ResidentSleeper', ' PogChamp PogChamp PogChamp', ' Go fdusion!', ' PogChamp', ' ohhh god Kreygasm', ' FREE QXC', ' PogChamp', ' GESTURE LUL', ' PogChamp PogChamp', ' PLAT CASTING']"
,1:44:11,"[' OWLPHIg OWLPHIg OWLPHIg', ' nNISSSUUUU CARPEEEE I LOVE YOU', ' EQO PogChamp', ' PogChamp PogChamp PogChamp', ' Denied', ' GOO', ' PogChamp PogChamp', ' KonCha KonCha KonCha', ' PogChamp SADO', ' hanzOP', ' EZ Clap']"
,1:44:12,"[' CARPE PogChamp', ' Cmon boys!!!', ' PogChamp', ' PogChamp PogChamp', ' ResidentSleeper', ' EQO IS INSANE', ' FRAMERATEEE', ' Lol', ' PogChamp PogChamp', ' DPS WOKE UP PogChamp', ' SabaPing CARPE SabaPing TAKE SabaPing MY SabaPing WATER SabaPing', ' PogChamp PogChamp PogChamp PogChamp', ' EZ CLAPPED D:', ' PogChamp', ' 254k viewers sick']"
,1:44:13,"[' PogChamp', ' Wadoo', ' PogChamp', ' PogChamp PogChamp PogChamp', ' Hanzo Kappa', ' Damn I forgot', ' OWLnerfthis OWLnerfthis OWLnerfthis OWLnerfthis OWLnerfthis', ' EQO NO TROLL PogChamp', ' TOO AGGRESSIVE', ' PogChamp PogChamp PogChamp', ' AMAZING', ' PogChamp', ' EQO CARRY', ' Wow', ' PogChamp']"
10,1:47:24,"[' OWLHanzo', ' OWLpotg', ' i just killed a shiny pokemon', ' ACES HIGH', ' OWLLDNg OWLLDNg OWLLDNg', ' GivePLZ MercyWing1 PinkMercy MercyWing2 TakeNRG', ' PogChapm', ' Cool stuff', ' What happens', ' gg', ' PogChamp', ' owlldn150', ' pawnzo', ' NERF HANZO', ' PogChamp PogChamp PogChamp PogChamp PogChamp']"
,1:47:25,"[' owlbos150', ' na audio', ' PogChamp', ' PogChamp', ' owlphi100', ' aimbot', ' PinkMercy', ' owlhou1000 owlldn100 owlphi100 owlsfs100 owlshd100 owlval100 owlbos100 owldal100 owlfla100', ' LONDON INSANE', ' OWLpotg OWLpotg OWLpotg OWLpotg', ' x LUL c', ' PogChamp PogChamp PogChamp', ' OWLteamkill OWLteamkill', ' CHOKING LUL']"
,1:47:26,[' PogChamp']
,1:47:27,"[' Dem the All-Pass Access soo expensive.. ', ' AUFooty PAFooty OWLgetonpoint', ' OWLgetonpoint OWLgetonpoint', ' PogChamp', ' PogChamp PogChamp PogChamp PogChamp', ' YESSSS', ' FUEL', ' PogChamp', ' GG PROFIT', ' Birdring PogChamp', ' PogChamp', ' cant understand anything he is saying', ' playing out of their minds', ' PogChamp', ' PROFIITT']"
,1:47:28,"[' OWLheadshot OWLheadshot OWLheadshot OWLheadshot', ' OWLLDN OWLLDN OWLLDN OWLLDN', ' BIRDRING PogChamp', ' OWLPHI OWLgetonpoint', ' LUL', ' OWLselfdestruct', ' OWLLDNg', ' Come london', ' holy moly', ' PogChamp', ' BibleThump BibleThump BibleThump', ' PogChamp PogChamp PogChamp #', ' owlshd150', '654654643']"
,1:47:29,"[' PogChamp', ' wakatekiwakurau Poggers', ' PogChamp PogChamp', ' owlldn100 owlldn100 owlldn100', ' lol', ' OWLLDNg OWLLDNg', ' owlbos50 owldal50 owlfla50 owlgla50 owlhou50 owlldn50 owlnye50 owlphi50 owlseo50 owlsfs50 owlshd50 owlval50']"
,1:47:30,"[' EZ PZ', ' F', ' PogChamp PogChamp', ' NEPTUN LUL', ' yugggeeee', ' PogChamp PogChamp']"
,1:47:31,"[' PogChamp R O F I T', ' POGGERS Birdring', ' MercyWing1 PinkMercy MercyWing2', ' !TMOBILEMVP PROFIT', ' No spamming allowed (FlamingHawk75) (warning)', ' No excessive use of emotes allowed (bowserrtron) (warning)', ' aim bot', ' OWLpotg', ' VAC', ' Sens', ' StinkyCheese StinkyCheese', ' LUL', ' pog', ' yyyy', ' AUDIO']"
,1:47:32,"[' MYKL JUST CAME', ' OWLLDN OWLLDN OWLLDN', ' VAC', ' ggez', ' COGGERS MIDDLE FINGER PROFIT', ' omg', ' philly getting fuked', ' BIRDRING PogChamp', ' OWLHanzo OWLpotg', ' THIS IS SO BAD', ' ppf', ' stagger', ' lol']"
,1:47:33,"[' FIX AUDIO DansGame', ' this guys']"
,1:47:34,"[' owlphi100 owlphi100 owlphi100 owlphi100 owlphi100 owlphi100', ' that sensitivity wtf', ' Step 1: Hanzo. Step 2: Dragon. Step 3: PROFIT', ' LONDON DPS POPPING POGGERS', ' POGGERS', ' E Q LUL', ' that sens wtf', ' BIRDEING IS SO GOOD', ' OWLpotg', ' PogChamp', ' PogChamp', ' xD wow', ' BIRDRING']"
,1:47:35,"[' BIRDRING POGCHAMP', ' OWLOrisa OWLOrisa OWLOrisa OWLOrisa', ' VAC', ' B LUL LUL M B LUL X', ' PogChamp', ' GOOO POKO', ' WTF????????', ' MercyWing1 MercyWing2', ' ***', ' VAC', ' philly pls!', ' 5k player']"
,1:47:36,"[' ALL ACCESS PASS PLEASE', ' PHILLY PHILLY PHILLY', ' IT KEEPS FREEZING IM GOING TO JUMP OFF A BRIDGE', ' Birdring op', ' americans to dumb to fix audio', ' AIMBOT WutFace', ' MercyWing1 PinkMercy MercyWing2', ' owlfla150', ' vac', ' WutFace', ' GG CONGRATS SPITFIRE ON WIN', ' PogChamp PogChamp PogChamp PogChamp', ' THIS IS REALLY BAD', ' 200mg', ' wtf is that iam']"
,1:47:37,"[' this aim wtf', ' LUL', ' PogChamp PogChamp', ' FortOne FortOne', ' OWLLDN OWLLDN OWLLDN OWLLDN OWLLDN', ' OWLpotg', ' Poggers', ' hacks', ' NA AUDIO LUL', ' SENS?????', ' Profit profits agane :D', ' LDONDONDODN', ' 200mg', ' PHILLY STEP UP', ' Hi']"
,1:47:38,"[' TriHard 7', ' owlphi150', ' owlval50', ' owlseo200', ' BIG', ' PogChamp PogChamp PogChamp PogChamp', ' aie aie', ' EQO lul', ' owlbos100 owlbos100', ' pogchamp', ' PogChamp PogChamp PogChamp', ' WOW', "" let's GOOOOO"", ' OWL MNP']"
,1:47:39,"[' OWLonfire OWLteamkill OWLonfire', ' F', ' PogChamp PogChamp PogChamp PogChamp', ' fusion throwing', ' WutFace WutFace WutFace WutFace WutFace', ' VAC', ' burn blue. F U E L', ' OWLLDN OWLLDN OWLLDN', ' E Q THROW', ' PUT IN SHADOWBURN', ' VAC', ' LONDON !!!', ' Throwing', ' BIRDING 1000000000 SENS?']"
,1:47:40,"[' NotLikeThis', ' trhow for dafran', ' woooow', ' GG', ' L PogChamp N D PogChamp N', ' the bird is not messing around today PogChamp', ' BIRDRING PogChamp']"
,1:47:41,"[' OWLonfire OWLonfire OWLonfire', ' echo echo echo', ' BIRDRING TWITCHYAF', ' OWLpotg', ' EQO FEEDING', ' PogChamp PogChamp', ' MercyWing1 PinkMercy PinkMercy MercyWing2', ' EQ 0 IQ', ' GG', ' holy molly..', ' xd', ' OWLgg', ' phillyyyyy dont throw', ' oh my god oh ooooohhh', ' OWLhighnoon']"
,1:47:42,"["" I'm kinda sad that NYXL didn't make it"", ' EZ Clap', ' OWLPHI OWLPHI OWLLDN OWLLDN Go London! Go Philly!', ' NA PRODUCTION', ' FUSION CHOKE OMEGALUL', ' NA AUDIO', ' FishMoley hi fattened sausage Fishmoley', ' WOW', ' so much echo', ' gg', ' PogChamp', ' aimlock 100%']"
,1:47:43,"[' wooooow', ' vac', ' what kind of aim is that', ' OWLLDN OWLLDN OWLLDN']"
,1:47:44,"[' His sens wtf', ' BAD AUDIO DansGame', ' ', ' PogChamp', ' OWLonfire OWLonfire OWLonfire', ' owlldn100 owlldn100', ' AUDIO WutFace', ' OWLnerfthis', ' that sense xD', ' PLAT CHAT LUL', ' that sens tho', ' VAC', ' PogChamp PogChamp PogChamp']"
,1:47:45,"[' BIRDRING PEAK PERFORMANCE', ' AUDIO WutFace', ' OWLPHIg OWLPHI OWLPHI OWLPHIg', ' NA AUDIO', ' MercyWing1 MercyWing2', ' VAC!!!!!!', ' BibleThump', ' PinkMercy PinkMercy', ' boisss', ' KappaPride', ' Hi', ' AUDIO', ' 5k player!', ' PogChamp', ' Sensitivity 9000000']"
,1:47:46,
,1:47:47,"[' oddWild', ' TakeNRG', ' gogo', ' E Q THROW', ' dang Profti and Birdring are crazy', ' that echo', ' PogChamp R O F I T']"
,1:47:48,"[' ***', ' OWLLDN', ' birdring on 200mg', ' OWLPHIg TakeNRG', ' LUL', ' OWLLDNg OWLLDNg', ' much oof', ' GET STAGGERED', ' cmonBruh', ' PHILLY COME ON', ' NA AUDIO WutFace', ' DOLBY LUL', ' gg', ' owlhou100 owlhou100', ' PogChamp PogChamp']"
,1:47:49,"[' NA Audio', ' OWLgg OWLgg OWLgg', ' ECHOOOOOOOOOOOOOOOOOO', ' owlnye50', ' NotLikeThis LONDON NotLikeThis', ' sens too high to spectate first person', ' vamos london', ' Kappa Kappa LUL LUL PogChamp PogChamp', ' Choke!', ' ECHOOOOOO', ' PO ♿ ♿ ERS', ' Never put genji I', ' EQOVERRATED LUL']"
,1:47:50,"[' NUUUUUUU WTF', ' OWLLDN PogChamp', ' FIX AUDIO', ' OWLLDNg OWLLDNg', ' sound is so bad', ' ECHO', ' EZ', '100', ' DO IT FOR DAD BIRDRING PogChamp', ' BAGUETTE GON GIVE IT TO YA', ' that echo', ' FIX AUDIO PLEASE', ' AUDIO DansGame', ' Cmon London!!!']"
,1:47:51,"[' owlphi150', ' CARPE PLEASE', ' moon2SPY moon2SPY moon2SPY', ' owlbos150', ' ResidentSleeper ResidentSleeper', ' Gg londun', ' IM SO SCARED', ' owlphi100 owlphi100 owlphi100 owlphi100', ' 30 sec PogChamp', ' VAC', ' A U D I O WutFace', ' sirstiMeme sirstiMeme sirstiMeme sirstiMeme', ' OWLonfire OWLonfire OWLonfire', ' yeeeeaahh', ' good']"
,1:47:52,"[' JULYPOTG', ' xqcT xqcT xqcT', ' OWLpotg', ' FortBush', ' owlldn150 owlphi150 owldal150 owlnye150', ' AUDIO PLS WutFace weestGun', ' OWLgg', ' BibleThump BibleThump', ' NA AUDIO', ' CARPE WAKE UP', ' owlldn150', ' SeemsGood SeemsGood', ' WIDOW ResidentSleeper']"
11,1:49:12,"[' E Q THROW', ' CHEER UP FUSION TakeNRG', ' @branarav2 Pog', ' WHERE ARE MY TOKENS AND ALL ACCESS PASS', ' cmon philly', ' YES', ' LONDON!!!!']"
,1:49:13,"[' that was profit', ' WutFace', ' do i hear a london win?', ' 1/4 a million people see this comment', ' moon2S chat looking mighty cute moon2S', ' Profit tho', ' this is so sad alexa play despacito', ' 3- 0 INC', ' owlnye150 owlphi50 owlseo150 owlshd150', ' POGU', ' Rolled and Smoked', ' OWLcheers OWLcheers', ' AUDIO IS GARBAGE', ' owlsfs100 owlsfs100', ' oh lol']"
,1:49:14,"[' SNUS forsenE', ' Kappa', ' PHILLY', ' the audio is so bad', ' OWLnerfthis', ' 🗃️', ' 100k', ' oooo poko pode leitar', ' COME ON PHILLY', ' @OverwatchLeague fix the audio', ' SabaPing CARPE SabaPing TAKE SabaPing MY SabaPing WATER SabaPing', ' COMING HOME', ' TAKE OUT SADO', ' SeemsGood', ' Spitefire!']"
,1:49:15,[' sado throwing']
,1:49:16,"[' 😆😆😆😆😆😆', ' ***', ' owlldn100', ' BRING IN SHADOWBURN', ' PogChamp Profit hanzo', ' 3-0', ' OWLnerfthis', ' W I N N A B L E', ' the best of OW']"
,1:49:17,"[' OWLhighnoon', ' SADTHROW', ' OWLonfire OWLonfire OWLnerfthis OWLhammerdown OWLnerfthis', ' ahh bad luck fusion', ' SDB ', ' TriHard', ' Kappa Kappa Kappa', ' OWLLDNg OWLLDNg', ' PHILLY WILL PULL THROUGH']"
,1:49:18,"[' PogChamp PogChamp', ' DID CARPE EVEN GET A KILL?? LUL', ' OWLLDNg OWLLDNg ACES HIGH OWLLDNg OWLLDNg', ' BDOSIN C A R R Y', ' owlphi150', ' POTG', ' owlldn100 owlldn100 owlldn100', ' C9', ' FREE SHADOWBURN', ' owlldn100', ' Dude how did gesture or fissure not get season mvp... Jjonak overrated', ' It’s COMING HOME BOYS', ' Come on Spitfire! YOU GOT THIS', ' PUT IN FRAGI']"
,1:49:19,"[' d', ' we know', ' Carpe MrDestructoid MrDestructoid Out', ' moon2S moon2S moon2S', ' owlldn100', ' OWLPHIg OWLPHI OWLPHIg OWLPHI OWLPHIg', ' da that dva ult lol', ' C9 LUL', ' OWLhammerdown OWLcheers', ' ResidentSleeper junkertown ResidentSleeper', ' ki', ' PogChamp PogChamp PogChamp', ' EQ xqcO', ' CLIP THIS']"
,1:49:20,"[' yes', ' owlval100']"
,1:49:21,"[' Shut up monte', ' PogChamp', ' holy halt', ' FREE SNILLO', ' YOINIK', ' KappaRoss KappaRoss', ' Pog', ' PogChamp', ' OWLteamkill OWLteamkill OWLteamkill', ' THIS IS ALL DJ KAHLEDS FAULT', ' In Poko we trust', ' Let’s go philly', ' omfg']"
,1:49:22,"[' wolfGG', ' Gesture POGGERS', ' WOAAAAAAAAAAAAAAA', ' PogChamp Gesture', ' How to turn off CC?', ' EQO STOP THROWING', ' PogChamp', ' itsskyT2 itsskyHmm ppomoWink', ' HALT', ' OWLhammerdown', ' HAHAH ITS DJ KHALEDS FAULT', ' n1']"
,1:49:23,"[' PogChamp jesus', ' wow', ' MercyWing1 PinkMercy MercyWing2', ' ZIT', ' OWLnerfthis OWLpotg OWLnerfthis OWLpotg OWLnerfthis OWLpotg', ' f4f', ' PogChamp PogChamp PogChamp', ' OMG', ' ScaredyCat', ' That dragon strike though', ' 🌶🌶🌶🌶🌶🌶🌶', ' oof', ' I C BAJS', ' OWLnerfthis OWLnerfthis OWLnerfthis', ' poggers omegalul']"
,1:49:24,"[' owlnye150', ' PogChamp', ' WutFace', ' omg', ' POGGERS Profit', ' No spamming allowed (giovanni2710) (warning)', ' gg', ' gesture god', ' I dont trust Poko look at that face', ' CIRCLE', ' BibleThump', ' owlsfs100 owlsfs100']"
,1:49:25,"[' Squid1 Squid2 Squid2 Squid2 Squid2 Squid4', ' OWLgetonpoint OWLgetonpoint OWLgetonpoint', ' PogChamp Clap', ' xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper', ' cmon my booois', ' PogChamp', ' xqcSad xqcSad', ' Gesture PogChamp', ' PogChamp', ' GO PHIL OWLPHI OWLPHI OWLZarya', ' x', ' london dps is just too good', ' GESTURE HALT PogChamp', ' owlfla150', ' g']"
,1:49:26,"[' PogChamp', ' P R PogChamp F I T', ' spit fire', ' Pog', ' NAISU', ' OWLpotg OWLpotg', ' Computer lagging so much :(', ' LUL', ' TEXTBOOK C9 LUL', ' pimple', ' WutFace', ' PogChamp PogChamp PogChamp PogChamp PogChamp', ' 900IQ', ' epic']"
,1:49:27,
,1:49:28,"[' DansGame', ' OWLonfire OWLonfire OWLonfire', ' OWLpotg', ' owlldn100', ' PogChamp', ' LUL', ' eqo throwing', ' WutFace', ' owlbos100 owlbos50', ' PogChamp', ' what a murder', ' Philly pick it up jeez', ' CLIP IT', ' PROFIT MVP OR RIOT']"
,1:49:29,"[' That hanzo ult!', ' S N I L L O', ' TriHard 7', ' OWLpotg', ' PogChamp PogChamp PogChamp', ' PogChamp', ' eeeew', ' GESTURE PogChamp', ' FIX AUDIO', ' Kappa', ' СШЫ РЩЗУ Kappa', ' Gesture PogChamp', ' PogChamp', ' gesture helped commit that murder', ' gesture pog']"
12,1:51:51,"[' PogChamp', ' owlfla150', ' POGGERS']"
,1:51:52,"[' les GO', ' owlseo150', ' PogChamp', ' owlshd100 owlshd100', ' owlbos300', ' ROLLED', ' PogChamp', ' PogChamp', ' PogChamp PogChamp', ' raysShock THOSE HOOKS', ' PogChamp']"
,1:51:53,"[' PogChamp PogChamp PogChamp PogChamp', ' OWLLDN OWLLDN OWLLDN', ' PogChamp', ' #unleashed', ' HOOK GANG GOD', ' PogChamp', ' MERCY SOLO HEAL OMEGALUL', ' GESTURE PogChamp', ' PogChamp', ' PogChamp', ' PogChamp', ' audio NotLikeThis', ' PogChamp', ' PogChamp', ' OMGGGGGGGG']"
,1:51:54,"[' owlldn700', ' OWLLDN OWLLDN OWLLDN OWLLDN OWLLDN', ' PogChamp PogChamp PogChamp']"
,1:51:55,"[' PogChamp', ' PogChamp PogChamp', ' F', ' PogChamp', ' owlphi150', ' WutFace WutFace WutFace WutFace WutFace', ' wow', ' owlfla150', ' owlbos150 owldal150 owlfla150 owlgla150 owlhou150 owlldn150 owlnye150 owlseo150 owlshd150 owlval150', ' EZEZ', ' DendiFace', ' PogChamp', ' PogChamp', ' PogChamp', ' owlphi150']"
,1:51:56,"[' LONDON PogChamp', ' PogChamp', ' RAFA MOREIRA MANO', ' B LUL LULMB LULX', ' Yay', ' TTours', ' Hey', ' THE HOOKS POGGERS', ' OELgg', ' PogChamp PogChamp', ' Keepo', ' OWLJunkrat OWLJunkrat OWLTorbjorn OWLTorbjorn', ' owlnye100', ' POG']"
,1:51:57,"[' gg', ' pick meta boring', ' OWLTorbjorn']"
,1:51:58,"[' NotLikeThis', ' GG LUL', ' PogChamp', "" LET'S GOOOOO PHILLY!!!!!!!!"", ' OWLLDNg OWLLDNg OWLLDNg', ' LONDON PogChamp', ' PogChamp', ' owlval150', ' ANOTHER ONE', ' POG', ' AUDIO SO BAD WTF', ' Holy crap!', ' EZ CLAPPED D:', ' OWLboop', ' gg']"
,1:51:59,
,1:52:00,
,1:52:01,"[' i have to learn how to halt like gesture', ' EZ', ' VAC', ' KevinTurtle', ' Lol', ' POKO EJECTED LUL', ' philly getting stomped', ' OWLPHI OWLPHI OWLPHI', ' OWLpotg OWLpotg', ' STADIUM AUDIO', ' PogChamp PogChamp', ' OWLLucio OWLLucio OWLLucio', ' PogChamp', ' PogChamp']"
,1:52:02,
,1:52:03,"[' PogChamp', ' WW', ' AND ANOTHA ONE', ' londong', ' london onfire', ' GESTURE PO|GGERS', ' CARPE DOING NOTHING', ' COME ON PHILLY', ' PogChamp', ' PogChamp', ' sneikkRuski sneikkRuski sneikkRuski', ' DJ KHAAAAAAAAAAAAAAAALED', ' L', ' OWLPHI OWLPHI OWLPHI']"
,1:52:04,"[' CARPE SUCKSSS', ' PogChamp', ' TANKS LIVING IT', ' THE PERFECT COMBO', ' PogChamp PogChamp', ' GG EZ LUL', ' ECHOOOOOOOOO', ' OWLLDN OWLLDN OWLLDN OWLLDN OWLLDN', ' owlldn100', ' AUDIO', ' pig PogChamp']"
,1:52:05,"[' CARPE THROWING LUL', ' PogChamp PogChamp PogChamp', ' PogChamp PogChamp', ' ANOTHER ONE', ' J', ' there is nothing wrong with the audio', ' OWLonfire', ' YESS', ' MercyWing1 PinkMercy MercyWing2', ' No command needed! Earn League Tokens just for watching the matches! Link your Twitch and Overwatch account to begin. https://watch.twitch.tv/2BIi3Wa (liium_)', ' PROFIT', ' ...', ' These guys are NUTTY', ' mo', ' EZ']"
13,2:03:16,"[' fly like an Egyptian', ' Profit awesome', ' owlbos100 owlbos50', ' Doa is laaaaaaaame', ' owlnye100 owlseo100 owlshd100 owlgla100', ' nice', ' EarthDay TombRaid', ' Hi', ' 😡 GIFT ME ALL-ACCESS PASS 😡 😡 GIFT ME ALL-ACCESS PASS 😡 😡 GIFT ME ALL-ACCESS PASS 😡 😡 GIFT ME ALL-ACCESS PASS 😡', ' GayPride', ' GIFT ALL ACCESS PASS FOR PHILLY TO COME BACK ', ' Take my strength ༼ つ ◕_◕ ༽つ @Fusion', ' TAKE IT TO A THIRD MATCH SO WE GET MORE TOKENS', ' reeep', ' Can anyone gift a poor guy an access pass BibleThump']"
