Group,Unique_times,chat
,2:34:58,"[' owlgla100 owlgla100 owlgla100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️', ' GET ON POINT LONDON', ' UWU GANG BEATEN BY THE UWU FANGS', ' PogChamp PogChamp', ' tick PogChamp']"
,2:34:59,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY! 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY! 🌶️', ' LUL LUL', ' MercyWing1 PinkMercy MercyWing2', ' GJ', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️', ' JPFooty PAFooty ENFooty']"
,2:35:00,"[' !spray', ' OWLpotg', ' LUL', ' lets go London', ' Come on London xqcDab ThumpFooty', ' Kappa Kappa']"
,2:35:01,"[' owlfla100', ' Woo', ' gg', ' noo', ' GET IN THE POINT', ' PinkMercy PinkMercy', ' GG', ' OWLgg OWLboop OWLhighnoon OWLonfire', ' MercyWing1 PinkMercy MercyWing2', ' 4-0VERWATCH LUL', ' owlphi150']"
,2:35:02,"[' ???', ' OWLgetonpoint', ' anyone got the new skins in a clip?', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' owlphi100 owlphi100 owlphi100 owlphi100 owlphi100', ' C', ' Sprays', ' GivePLZ OWLgg TakeNRG', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' TOO LATE', ' TOO LATE', ' !tmobilemvp xqc']"
,2:35:03,"[' SPAM CurseLit THIS CurseLit FIRE CurseLit TO CurseLit HELP CurseLit SPITFIRE CurseLit !', ' OWLBOS OWLteamkill OWLSymmetra OWLPharah', ' one more spray to go and im done with this', ' zubSAD zubSAD zubSAD', ' WTF No Torb and no Sym? :O', ' owlphi1000', ' NA ULT LUL', ' GO FUSION', ' ZONING ULT', ' owlnye100', ' f', ' GO LONDON ', ' cmon pihlly', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' PogChamp']"
,2:35:04,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' CARPE', ' SabaPing', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ KILL 🌶️ PHILLY. 🌶️', ' BOOMBOT', ' SPAM', ' DansGame DansGame DansGame', ' nice', ' PHILLY', ' KL', ' kraftNICE', ' niice', ' NA DRAGON LUL', ' CARPE', ' pOG']"
,2:35:05,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' LUL', ' CARPE PogChamp', ' owlseo50', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' OWLLDN OWLLDN OWLLDN OWLLDN OWLLDN', ' owlldn150', ' CARPE PogChamp', ' Carpe PogChamp', ' C9 LUL', ' the effort was there!', ' lag DansGame']"
,2:35:06,"[' owlldn100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' TOO LATE', ' NA ULT LUL LUL LUL', ' owlldn500', ' OWLboop OWLboop OWLboop', ' NO REIN DansGame', ' LATE HALT', ' CARPE', ' FailFish', ' GO CARPE', ' Too late', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️: SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' OWLgetonpoint OWLgetonpoint OWLgetonpoint']"
25,2:39:06,"[' ITS COMING HOME', ' OWLLDN100london4thewin owlldn100', ' no hope .(', ' owlhou150']"
,2:39:07,[' owlldn150']
,2:39:08,"[' gg', ' how in the world', ' LuL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' FUSION PLEASE WIN IT BegWan BegWan BegWan', ' i hate goats', ' owlphi150', ' Fury Pog', ' owlsfs150 owlshd150 owlval150', ' zz', ' NotLikeThis', ' gg', ' owlsfs150', ' LUL WRONG GAME FOR 300K', ' gg']"
,2:39:09,"[' EGG EZZZZZZZZZ', ' owlval150', ' Hairy?', '11111', ' how are they throwing this so hard', ' OWLLDNg OWLLDNg OWLLDNg', ' oh', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' SabaPing CARPE SabaPing TAKE SabaPing MY SabaPing WATER SabaPing', ' HSWP HSCheers', ' OWLPHIg OWLPHI OWLPHIg OWLPHI OWLPHIg', ' 3-0 stomp', ' NotLikeThis', ' Didnt see that coming', ' HSWP SeemsGood']"
,2:39:10,"[' owlshd150', ' owlsfs100']"
,2:39:11,[' owlshd150']
,2:39:12,"[' BibleThump', ' HOW', ' FOUR TIRES FOUR TIRES FOUR TIRES', ' owlldn100', ' HOW IS PHILLY SO BAD NotLikeThis', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ GIVE 🌶️ PHILLY 🌶️THE 🌶️WILLY 🌶️', ' RIP philly', ' ждллл', ' GG', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' GG GJ LONDON', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' SA-THROW moon2H SA-THROW moon2H SA-THROW moon2H SA-THROW moon2H SA-THROW moon2H', ' BibleThump']"
,2:39:13,"[' OWLgg OWLgg', ' PogChamp', ' COMING HOME', ' LETS GO LONDON', ' OWLLDN OWLLDN', ' gg', ' ??', ' OWLLDN OWLLDN OWLLDN', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' gg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY !!!!!!!!!', ' SADO throw', ' OWLteamkill', ' enjoy it', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY']"
,2:39:14,"[' owlldn100', ' owlphi100 owlphi100 owlphi100 owlphi100 owlphi100', ' crap', ' nossa!', ' BibleThump BibleThump']"
,2:39:15,"[' BlessRNG BlessRNG BlessRNG BlessRNG BlessRNG', ' IS GONNA BE S', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' FUSION U CAN DO IT! DONT GIVE UP ', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' OWLgenji', ' NotLikeThis NotLikeThis NotLikeThis', ' CHANGE YOUR COMP YOU R TARDS', ' PinkMercy PinkMercy', ' :)', ' OWLgg OWLcheers OWLhighnoon', ' OWLnerfthis OWLnerfthis OWLnerfthis', ' GG IZZ', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' n8ce']"
,2:39:16,"[' gg', ' OWLgg', ' gg', ' #90MINUTEGAME', ' OWLMoira OWLMoira OWLMoira', ' BIRDRING', ' NotLikeThis NotLikeThis NotLikeThis', ' FURY UNKILLABLE PogChamp', ' owlbos100 owldal100 owlfla100 owlgla100 owlhou100 owlnye100 owlseo100 owlsfs100 owlshd100 owlval100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 300k Pog', ' wowzers', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ l', '1']"
,2:39:17,
,2:39:18,"[' EQO GOD PLAY', ' EQO LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' PROFIT JUNKRAT OWLfireinthehole', ' OWLLDNg OWLLDNg OWLLDNg OWLLDNg', ' 30 SECONDS', ' its coming home', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️ 🌶️ PHILLY. 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️ 🌶️ PHILLY. 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' owlgla150', ' gg', ' gg']"
,2:39:19,"[' GG', ' 303k PogChamp dead game btw LUL', ' BibleThump OWLpotg BibleThump OWLpotg', ' PogChamp KomodoHype PogChamp KomodoHype', ' riperoni', ' NEF LONDON', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' GO LONDON', ' This is wild', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY']"
,2:39:20,"[' OWLHanzo OWLHanzo OWLHanzo OWLHanzo', ' OWLteamkill OWLgetonpoint', ' EZ 3-0', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' owlldn100 owlldn100 owlldn100 owlldn100 owlldn100', ' PogChamp PogChamp PogChamp', ' Philadelphia cant even kill zen in the backline ffs', ' ggs', ' MAN PHILLY SUCKS SO BAD HAHAHA', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' Gg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' :( :(', ' TTours']"
,2:39:21,"[' owlldn150', ' 3:0ANY BAJS forsen1 ?', ' MrDestructoid MrDestructoid MrDestructoid', ' GG', ' SADO NOT MAKING THE BEST DECISIONS', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' MercyWing1 PinkMercy MercyWing2', ' 300k', ' owlhou100', ' spam da chili philly philly philly', ' Neeed emotes pleesasdsae', ' GG', ' Gonna be tense!', ' : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' Fortnite stand aside KappaHD league of legends remain dying KappaHD Overwatch league E Sports ready KappaHD']"
26,2:42:58,"[' owlphi100', ' wtf']"
,2:42:59,"[' SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY', ' COME ON LONDON SPITFIRE', ' hop hey lala', ' PogChamp', ' HACKS', ' VAC', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️ 🌶️ PHILLY. 🌶️', ' OWLcheers', ' Pog', ' CARPE FINALLY CLICKING HEADS BOIS', ' PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' PHILLY LETS GOO', ' ывыфвааыds', ' gegurichuRightdab gegurichuLeftdab gegurichuLeftdab gegurichuRightdab']"
,2:43:00,"[' REVERSE SWEEP?', ' POGGERS', ' That was crazy PogChamp', "" wasn't easy"", "" i'll give london a pity cheer for that map lmao owlldn100"", ' owlphi1000', ' wtf', ' LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY', ' PogChamp', ' KILLADELPHIA PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' PogChamp', ' PogChamp']"
,2:43:01,"[' owlldn100 owlfla100 owlphi100 owlshd100 owlgla100', ' owlgla150', ' owlnye100']"
,2:43:02,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' MAGIC CARPE! PogChamp', ' pog', ' TwitchUnity', ' SabaPing CARPE SabaPing TAKE SabaPing MY SabaPing WATER SabaPing', ' Lol', ' naisu', ' PogChamp', ' Carpe awakens', ' ANOTHA ONE', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' WHAT', ' LONDON EZ CLAP', ' LETS GO PHILLY', ' 44er BICEPS']"
,2:43:03,"[' OWLpotg', ' carpe only plays when he has to', ' PHILLY', ' @kaelairis is Amazing! OWLselfdestruct', ' PogChamp', ' PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLPHIg OWLPHIg OWLPHIg OWLPHIg', ' Still gonna lose', ' CARPE POG', ' oh my god', ' emong10', ' reverse swwwp', ' PogChamp']"
,2:43:04,[' owlbos100 owlbos100']
,2:43:05,"[' mangoNiceGuy mangoNiceGuy mangoNiceGuy', ' MercyWing1 PinkMercy MercyWing2', ' Korean LUL', ' PogChamp', ' owldal100 owldal100 owldal100', ' OWLgg OWLgg', ' Pog', ' We beat fortnite PogChamp', ' Haha', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' owlsfs250', ' L', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' pookHYPERS pookHYPERS pookHYPERS pookHYPERS pookHYPERS', ' OWLgg OWLgg']"
,2:43:06,"[' OWLhighnoon OWLpotg', ' That looked like salt', ' WTF PogChamp', ' PogChamp LUL', ' swag', ' LUL PHILLY LUL LUL PHILLY LUL', ' OWLheadshot OWLheadshot', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' OWLheadshot OWLheadshot OWLheadshot', ' omg!', ' haxx', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶 SPAM 🌶 THIS 🌶 CHILLY 🌶 TO 🌶 HELP 🌶 PHILLY 🌶', ' go philly', ' C LUL arpe']"
,2:43:07,
,2:43:08,"[' OWLLDNg', ' pls do it for the spray', ' FUSION PLEASE WIN IT BegWan BegWan', ' VAC BAN', ' PogChamp PogChamp PogChamp PogChamp', ' SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY', "" Philly look like they're arguing with each other"", ' OWLhammerdown OWLhammerdown', ' cmon london', ' LUL', ' POGGERS IN THE CHAT', ' Kevin pogs', ' CARPE', ' PogChamp', ' !spray']"
,2:43:09,
,2:43:10,
,2:43:11,"[' This is the final?', ' OWLboop', ' I BELIEVE IN PHILLI', ' COME ON BOYS', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️', ' carpe has awoken pogchampclapclap', ' 300K PogChamp', ' lko', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY']"
,2:43:12,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 4 DPS LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' Come on Philly! Keep them off the point!', ' owlhou150', ' BLESSS', ' E Q LUL', ' gr', ' PinkMercy', ' Carpe Inhuman Kreygasmm', ' PogChamp PinkMercy MercyWing2', ' What did we get for the all star week ?', ' owlseo150 owlldn150 owlshd150 owlhou50', ' owlphi100', ' PogChamp']"
27,2:43:43,"[' RRATEHEZEJSKSKSLSLDKD', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLboop', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY.', ' WutFace', ' w', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️', ' i eat spam', ' owlphi100', ' OWLnerfthis', ' Philly losing because they don’t have enough Koreans']"
,2:43:44,"[' LoveFooty LoveFooty LoveFooty', ' OWLLDNg OWLLDNg OWLLDNg', ' fareehaHONHON fareehaHONHON fareehaHONHON', ' WutFace', ' owlhou100', ' *NOT MY FAULT*', ' FIRST SPRAY DROPPED', ' :( :( :( :( :( :(', ' OWLgg OWLgg OWLgg', ' owlnye100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' prift der schlingel', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ OWLPHI', ' lol']"
,2:43:45,"[' it actually works', ' bdosin hair lul']"
,2:43:46,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' Mods nya', ' MercyWing1 PunchTrees MercyWing2', ' P PogChamp C PogChamp for MVP', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' PogChamp PogChamp PogChamp', ' 🙂🙂🙂', ' owlsfs300', "" ☎️ SPAM ☎️ THIS ☎️ PHONE ☎️ IT'S ☎️ COMING ☎️ HOME"", ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️']"
