index,event,event_code,time,user,message,category,code,diff
1097,match round one,8,[0:55:56] ,thelexnard,so what youre saying is fm is back,game,9,1
1098,match round one,8,[0:55:56] ,djcyclone,sup and chat evo was so damn good this year,game,9,1
1099,match round one,8,[0:55:58] ,sweetbabybuddha,b u l l y,other,10,1
1100,match round one,8,[0:56:03] ,jabmasher,i have like k left but theyre so precious might gonna buy the bundle instead,game,9,1
1101,match round one,8,[0:56:04] ,rd,i think the bundle is already out pretty sure i just picked it up on steam,game,9,1
1102,match round one,8,[0:56:04] ,poorygone,did sony announce anything,question,8,1
1103,match round one,8,[0:56:06] ,squalladv,who has bigger boobies and booty lucia or cammy thats the true question,question,8,1
1104,match round one,8,[0:56:08] ,rashidoo,blocking crossups,other,10,1
1105,match round one,8,[0:56:09] ,mstockwell,bundle is out,game,9,1
1106,match round one,8,[0:56:09] ,taken,im getting the bundle,game,9,1
1107,match round one,8,[0:56:09] ,megatonbeef,djcyclone so much hype,other,10,1
1108,match round one,8,[0:56:10] ,bymindx,are you on steam i thought the bundle is out,game,9,1
1109,match round one,8,[0:56:12] ,mir,another immoral session i see,other,10,1
1110,match round one,8,[0:56:13] ,serow,its out on steam,game,9,1
1111,match round one,8,[0:56:14] ,dvitra,fighting rookies,other,10,1
1112,match round one,8,[0:56:15] ,azraelgt,translation quit complaining start grinding,other,10,1
1113,match round one,8,[0:56:16] ,fscorn,bully time vesperrage,other,10,1
1114,match round one,8,[0:56:22] ,blingximus,burn to fight,request,1,1
1115,match round one,8,[0:56:24] ,hexapro,httpsstoresteampoweredcomappstreetfightervsummercharacterbundle,other,10,1
1116,match round one,8,[0:56:25] ,hennesyhufflepuf,rollback is a go,other,10,1
1117,match round one,8,[0:56:26] ,mtbd,you look like honda you should main him yo,comment,2,1
1118,match round one,8,[0:56:28] ,daveski,i just bought the bundle on steam,game,9,1
1119,match round one,8,[0:56:30] ,ninodiablo,the bundle is already out on some psn regions,game,9,1
1120,match round one,8,[0:56:31] ,drragemonster,lucia has no wake up and no armor on ex run rip,cdesign,4,1
1121,match round one,8,[0:56:31] ,johnieshabravo,who cut on the lag,question,8,1
1122,match round one,8,[0:56:37] ,enderhuntercep,p e r d o n,cinfo,5,1
1123,match round one,8,[0:56:38] ,majestichimeros,smurf arcade evocry evocry evocry,other,10,1
1124,match round one,8,[0:56:40] ,damonejr,what gives you that much fm in min,question,8,1
1125,match round one,8,[0:56:43] ,sonicboomattack,bully arcade at it again,other,10,1
1126,match round one,8,[0:56:43] ,inodmyheadwhenilose,man what a bully,other,10,1
1127,match round one,8,[0:56:44] ,ssjdill,good night any changes to the fight money system,game,9,1
1128,match round one,8,[0:56:45] ,ventolin,i dont see the bundle on ps can buy individual though,game,9,1
1129,match round one,8,[0:56:45] ,djcyclone,megatonbeef all the top s were so good,other,10,1
1130,match round one,8,[0:56:47] ,kfigueroa,bullying rookies this is why they dont play street fighter,game,9,1
1131,match round one,8,[0:56:47] ,someguyzero,suplex city,other,10,1
1132,match round one,8,[0:56:47] ,thatjapanesedude,why do you hate,question,8,1
1133,match round one,8,[0:56:48] ,undagroundsund,mtbd,other,10,1
1134,match round one,8,[0:56:49] ,thelexnard,that throw animation is godlike,cdesign,4,1
1135,match round one,8,[0:56:51] ,mallyumansky,lucia vs blue mary at summerslam book it vince lmao,cinfo,5,1
1136,match round one,8,[0:56:51] ,daverhodus,the bundle is out on steam,game,9,1
1137,match round one,8,[0:56:51] ,badarcade,k,other,10,1
1138,match round one,8,[0:56:52] ,elliotterodriguez,best lucia in canada,cinfo,5,1
1139,match round one,8,[0:56:54] ,fscorn,he did character story modes,game,9,1
1140,match round one,8,[0:56:56] ,fscorn,for the fm,other,10,1
1141,match round one,8,[0:56:56] ,ustinodj,is vdog bullying ppl again,other,10,1
1142,match round one,8,[0:56:57] ,jabmasher,damonejr character story mode,game,9,1
1143,match round one,8,[0:56:57] ,grumpyillegal,sheop,other,10,1
1144,match round one,8,[0:56:59] ,poorygone,told ja,other,10,1
1179,match round one,8,[0:58:12] ,thatjapanesedude,still hates lucia,cinfo,5,35
1180,match round one,8,[0:58:16] ,mir,ppplp sounds weird,cinfo,5,1
1181,match round one,8,[0:58:17] ,thecheeze,minor skipping going on,other,10,1
1182,match round one,8,[0:58:17] ,mrlawyer,rashidoo can i use caps begwan,question,8,1
1183,match round one,8,[0:58:19] ,kfigueroa,i want lucia to stomp on my nutz,cinfo,5,1
1184,match round one,8,[0:58:22] ,mrmuddyk,oooof,badp,7,1
1185,match round one,8,[0:58:22] ,spydermanga,badarcade i thought the same thing,other,10,1
1186,match round one,8,[0:58:25] ,djcyclone,megatonbeef imma have to watch all of them again,game,9,1
1187,match round one,8,[0:58:25] ,blingximus,xxhildyxx does this look like new netcode lol,game,9,1
1188,match round one,8,[0:58:26] ,mrmuddyk,what is that rollback,question,8,1
1189,match round one,8,[0:58:31] ,yomothewanderer,ill see you in bronze,comment,2,1
1190,match round one,8,[0:58:37] ,squalladv,ibukitanooki check all the female chars in sfv more than half are not blonde,cdesign,4,1
1191,match round one,8,[0:58:44] ,jabmasher,improved netcode,other,10,1
1192,match round one,8,[0:58:56] ,omegaxepsilon,lucia looks really cool and has a ton of personality me,cdesign,4,1
1193,match round one,8,[0:59:00] ,majestichimeros,evousa,game,9,1
1194,match round one,8,[0:59:00] ,kfigueroa,netcode better than mk,other,10,1
1195,match round one,8,[0:59:00] ,shadowdancer,perdon,request,1,1
1196,match round one,8,[0:59:01] ,ochuckles,i wish theyd let you do hondas slaps with a quarter circle like they did with chuns lightning legs,cinfo,5,1
1197,match round one,8,[0:59:03] ,megatonbeef,squalladv and mika is jap so hers is dyed,cdesign,4,1
1198,match round one,8,[0:59:08] ,someguyzero,bar vt,other,10,1
1276,match round one,8,[1:01:46] ,squalladv,where is he,question,8,78
1277,match round one,8,[1:01:51] ,poorygone,yo that fireball,goodp,6,1
1278,match round one,8,[1:01:52] ,megawarrior,omg,goodp,6,1
1279,match round one,8,[1:01:54] ,laken,yo,goodp,6,1
1280,match round one,8,[1:01:55] ,redhotjoe,sam sho was great pc when,other,10,1
1281,match round one,8,[1:01:57] ,hiiipwr,die to her profession her hair wouldve made better sense if it were brunette not a working mom blonde,cdesign,4,1
1282,match round one,8,[1:01:57] ,jackichigotg,her stance is waaack,cdesign,4,1
1283,match round one,8,[1:01:59] ,bymindx,that stun was quick,caction,3,1
1284,match round one,8,[1:02:01] ,mtbd,why isnt that punk playable,question,8,1
1285,match round one,8,[1:02:04] ,miketales,the mixups,other,10,1
1286,match round one,8,[1:02:10] ,mrlawyer,mtbd get a girlfriend kid,other,10,1
1328,match round one,8,[1:03:34] ,sweetbabybuddha,the nullying doesnt stop,other,10,42
1329,match round one,8,[1:03:38] ,hiiipwr,c viper,other,10,1
1330,match round one,8,[1:03:41] ,swiftruina,her face on the victory screen is horrifying,cdesign,4,1
1331,match round one,8,[1:03:41] ,fedorabattlemaster,way to bully and make new players drop this game fungineer,other,10,1
1332,match round one,8,[1:03:42] ,dasvonuberschnitzel,is she worth trying,question,8,1
1333,match round one,8,[1:03:48] ,yamsandjams,whats with these aa mps,question,8,1
1334,match round one,8,[1:03:52] ,megamikex,how could you not expect the throw,comment,2,1
1335,match round one,8,[1:03:52] ,biglil,whats her health,question,8,1
1336,match round one,8,[1:03:53] ,slylataupe,whoa her face is ugly,cdesign,4,1
1337,match round one,8,[1:03:54] ,taken,i want to try luica,cinfo,5,1
1338,match round one,8,[1:03:54] ,mrmuddyk,this man is slamming his face on the controller,comment,2,1
1339,match round one,8,[1:03:57] ,mrlawyer,darnellplayer more weird than rashid fireball,cinfo,5,1
1340,match round one,8,[1:03:59] ,admiralackbarssnackbar,i hope they ban smurfs in sf,game,9,1
1341,match round one,8,[1:04:00] ,gregcanela,new characters on the screen,game,9,1
1342,match round one,8,[1:04:01] ,ssjdill,so no pro fei long deep jay rose,cinfo,5,1
1463,match round one,8,[1:07:33] ,rashidoo,we got akuma from tekken,game,9,121
1464,match round one,8,[1:07:34] ,pinksoul,final fight characters are apart of the sf universe,game,9,1
1465,match round one,8,[1:07:34] ,rashidoo,fuck,other,10,1
1466,match round one,8,[1:07:36] ,eltaninz,final fight shares the same universe though,game,9,1
1467,match round one,8,[1:07:36] ,squalladv,where is he,question,8,1
1468,match round one,8,[1:07:41] ,micksinjer,nacalli is a guest character,game,9,1
1469,match round one,8,[1:07:42] ,megatonbeef,we had sarada as a guest,game,9,1
1470,match round one,8,[1:07:44] ,ninodiablo,dont waste precious character slots on guests,game,9,1
1471,match round one,8,[1:07:49] ,thatjapanesedude,rival schools character in sfv needs to happen,game,9,1
1472,match round one,8,[1:07:51] ,yamsandjams,hondas basically a guest character at this point,game,9,1
1473,match round one,8,[1:07:53] ,abdulalm,real talk we could use geese in street fighter,game,9,1
1474,match round one,8,[1:07:54] ,katyparryfgc,i,other,10,1
1475,match round one,8,[1:07:55] ,mrlawyer,is poison she or he,question,8,1
1476,match round one,8,[1:07:57] ,micksinjer,we will never see him in sf lol,other,10,1
1477,match round one,8,[1:07:58] ,roxlyn,this guys from indiana,other,10,1
1478,match round one,8,[1:08:02] ,biglil,yall wanted honda back,request,1,1
1479,match round one,8,[1:08:03] ,mrmuddyk,cheeks,other,10,1
1480,match round one,8,[1:08:04] ,badarcade,dat ass tho,cdesign,4,1
1481,match round one,8,[1:08:04] ,roxlyn,hoosier,other,10,1
1482,match round one,8,[1:08:07] ,katyparryfgc,ill never understand why ppl dont like guests,game,9,1
1483,match round one,8,[1:08:07] ,megatonbeef,mrlawyer whatever you need,other,10,1
1484,match round one,8,[1:08:13] ,thelexnard,honda ass about to me memed,caction,3,1
1485,match round one,8,[1:08:13] ,cerealpuff,did he just jump lucia,question,8,1
1486,match round one,8,[1:08:14] ,rustedobsidian,new character hype,game,9,1
1487,match round one,8,[1:08:14] ,slylataupe,they do not welcome they are capcom,game,9,1
1488,match round one,8,[1:08:14] ,squalladv,mrlawyer whatever you want,other,10,1
1489,match round one,8,[1:08:17] ,rashidoo,i think hondas ex headbutt is like,cdesign,4,1
1490,match round one,8,[1:08:17] ,galexylo,wooah the thickness,cdesign,4,1
1491,match round one,8,[1:08:17] ,thecheeze,e honda is what we expected,cinfo,5,1
1492,match round one,8,[1:08:18] ,miketales,that boys whole booty is out,cdesign,4,1
1493,match round one,8,[1:08:19] ,ninjavanish,lol i love that throw,goodp,6,1
1494,match round one,8,[1:08:21] ,mallyumansky,omega rugal for season lol,other,10,1
1495,match round one,8,[1:08:22] ,megawarrior,honda,cinfo,5,1
1496,match round one,8,[1:08:25] ,badarcade,he should have vt,caction,3,1
1497,match round one,8,[1:08:25] ,poorygone,lmao his charge is too obvious,caction,3,1
1498,match round one,8,[1:08:26] ,peepcan,did i just saw his ass,cinfo,5,1
1590,match round one,8,[1:11:15] ,toshobro,from her trials she seems very rush downish,cinfo,5,92
1591,match round one,8,[1:11:17] ,killacam,just finished watching evo hype af swiftrage swiftrage swiftrage yet said it ended,game,9,1
1592,match round one,8,[1:11:17] ,variantx,you reek of smurf thats why he ran,other,10,1
1593,match round one,8,[1:11:22] ,yawyan,her standing mp is on block i think,other,10,1
1594,match round one,8,[1:11:23] ,omegachainox,the mirror,other,10,1
1595,match round one,8,[1:11:26] ,yamsandjams,howitzer style,other,10,1
1596,match round one,8,[1:11:28] ,clinnamon,the classic,other,10,1
1597,match round one,8,[1:11:28] ,coolvargas,chat does poison have a standing kick that hit low,question,8,1
1598,match round one,8,[1:11:29] ,poorygone,oh ken players,cinfo,5,1
1599,match round one,8,[1:11:31] ,jabmasher,ssjdill im assuming they dont play sfv thats normal,game,9,1
1600,match round one,8,[1:11:32] ,komradekontroll,keep laughing once this ken hits the lag switch its game,cinfo,5,1
1601,match round one,8,[1:11:33] ,yawyan,super danked,goodp,6,1
1602,match round one,8,[1:11:38] ,ragingmarmot,that fireball is wack,goodp,6,1
1603,match round one,8,[1:11:40] ,chronodragon,online kens head,caction,3,1
1604,match round one,8,[1:11:41] ,miketales,ken doing ken things,caction,3,1
1605,match round one,8,[1:11:45] ,abdulalm,legit online ken tech,caction,3,1
1606,match round one,8,[1:11:48] ,darnellplayer,the hate for ken in this chat smh,cinfo,5,1
1607,match round one,8,[1:11:52] ,thecheeze,flowchart ken,caction,3,1
1608,match round one,8,[1:11:52] ,gregcanela,fullscreen tatsu the forbidden weapon,caction,3,1
1609,match round one,8,[1:11:56] ,clinnamon,lucia,cinfo,5,1
1658,match round one,8,[1:13:22] ,momenti,that shit dont look good on this side ool,other,10,49
1659,match round one,8,[1:13:23] ,darnellplayer,again people bashing on ken smh,cinfo,5,1
1660,match round one,8,[1:13:25] ,poorygone,i will break her open,cinfo,5,1
1661,match round one,8,[1:13:25] ,universefour,unjourmerguez,other,10,1
1662,match round one,8,[1:13:29] ,ripbro,her animations are awful,cdesign,4,1
1663,match round one,8,[1:13:33] ,megatonbeef,ken with good internet is no go,cinfo,5,1
1664,match round one,8,[1:13:37] ,someguyzero,not bad,goodp,6,1
1665,match round one,8,[1:13:43] ,thecheeze,flowcharer,other,10,1
1666,match round one,8,[1:13:46] ,thelexnard,damn that fb on hit isnt that,other,10,1
1667,match round one,8,[1:13:48] ,badarcade,battle of the not bads,goodp,6,1
1668,match round one,8,[1:13:50] ,gregcanela,nawt bad,goodp,6,1
1669,match round one,8,[1:13:54] ,ravengear,want a coffee,other,10,1
1670,match round one,8,[1:13:56] ,taken,lucia sounds like labrys,cdesign,4,1
1671,match round one,8,[1:14:00] ,squalladv,like the song lag skill thats all you need for ken,cdesign,4,1
1672,match round one,8,[1:14:04] ,tripleaaa,her target combo is supposedly really good,cinfo,5,1
1840,match round one,8,[1:19:00] ,darnellplayer,damuffinman fair enough,other,10,168
1841,match round one,8,[1:19:00] ,poorygone,so has a main,other,10,1
1842,match round one,8,[1:19:00] ,killacam,why they make him cockeyed,question,8,1
1843,match round one,8,[1:19:02] ,washtacles,gg that was,goodp,6,1
1844,match round one,8,[1:19:03] ,inodmyheadwhenilose,id rather see honda,cinfo,5,1
1845,match round one,8,[1:19:08] ,sadodragon,bully reofail,other,10,1
1846,match round one,8,[1:19:09] ,kfigueroa,is everyone snuffing right now,other,10,1
1847,match round one,8,[1:19:16] ,ghostfromrdstrike,i just heard got sat on by a guy named edmond honda reoboon,caction,3,1
1848,match round one,8,[1:19:24] ,darnellplayer,damuffinman momochi gets top with ken and yet he doesnt get respect really smh,cinfo,5,1
1849,match round one,8,[1:19:27] ,aaron,new characters incoming smurfs,game,9,1
1850,match round one,8,[1:19:31] ,megatonbeef,kfigueroa game is free this week lots of poor people to beat up,game,9,1
1851,match round one,8,[1:19:32] ,txlead,is all the sf world warriors officially in sfv now,game,9,1
1852,match round one,8,[1:19:32] ,bobdobbz,im snuffing how bout u,other,10,1
1853,match round one,8,[1:19:33] ,aaron,everyone should know that by now,other,10,1
1854,match round one,8,[1:19:37] ,miketales,ghostfromrdstrike yeah it was hot,goodp,6,1
1855,match round one,8,[1:19:40] ,thablackoshin,can her st lk anti air,other,10,1
1856,match round one,8,[1:19:41] ,shinzo,after trying lucia and poison i prefer lucia she is pretty fun,cinfo,5,1
1857,match round one,8,[1:19:44] ,phoolish,that aint stahhpp itt,other,10,1
1858,match round one,8,[1:19:45] ,taken,yes,goodp,6,1
1859,match round one,8,[1:19:50] ,ghostfromrdstrike,miketales damn son,goodp,6,1
1860,match round one,8,[1:19:53] ,sshomes,why is the sound affect for the slaps the one for blocking,question,8,1
1861,match round one,8,[1:19:54] ,llesor,guys,other,10,1
1862,match round one,8,[1:19:58] ,llesor,its rashidoo,cinfo,5,1
1863,match round one,8,[1:20:01] ,llesor,everyone tag him,other,10,1
1864,match round one,8,[1:20:01] ,dasmesee,suspicion on account,other,10,1
1865,match round one,8,[1:20:02] ,bluandpurple,txlead yep honda was the last one left out from sfii,cinfo,5,1
1866,match round one,8,[1:20:07] ,someguyzero,rooie,other,10,1
1867,match round one,8,[1:20:09] ,thedarkfenix,big,cdesign,4,1
1868,match round one,8,[1:20:09] ,universefour,e honda cont care bout no law,cinfo,5,1
1869,match round one,8,[1:20:11] ,gregcanela,respecc the laaww,other,10,1
2120,match round one,8,[1:26:41] ,xuntouchable,stupid you have too make a smirk account,other,10,251
2121,match round one,8,[1:26:42] ,rashidoo,hes playing on his diamond account youre good,comment,2,1
2122,match round one,8,[1:26:43] ,dwtdcrow,sonic said he wil not play ranked for now,other,10,1
2123,match round one,8,[1:26:45] ,thecheeze,dat range,goodp,6,1
2124,match round one,8,[1:26:50] ,fedorabattlemaster,kappapride kappapride kappapride kappapride,other,10,1
2125,match round one,8,[1:26:53] ,gregcanela,sfv smurf edition,other,10,1
2126,match round one,8,[1:27:00] ,rashidoo,im loving honda btw,cinfo,5,1
2127,match round one,8,[1:27:02] ,rashidoo,hes great,cinfo,5,1
2128,match round one,8,[1:27:08] ,battlebrn,i just bought the bundle,game,9,1
2129,match round one,8,[1:27:09] ,darnellplayer,poison is literally poison not a real girl,cinfo,5,1
2130,match round one,8,[1:27:12] ,shinbaxter,is it me or did they quickly change poisons face a bit lol,question,8,1
2131,match round one,8,[1:27:13] ,battlebrn,playing poison now,cinfo,5,1
2132,match round one,8,[1:27:17] ,poorygone,smurf fighter,cinfo,5,1
2133,match round one,8,[1:27:17] ,bobdobbz,rashidoo agreed,other,10,1
2134,match round one,8,[1:27:19] ,megatonbeef,rashidoo best grappler,cinfo,5,1
2135,match round one,8,[1:27:19] ,xuntouchable,every character should be linked to there own rank,game,9,1
2136,match round one,8,[1:27:20] ,infectedjazz,bundle is out,game,9,1
2137,match round one,8,[1:27:22] ,renevbz,trap cosmos cosmos,other,10,1
2138,match round one,8,[1:27:24] ,kirb,how come these new characters doesnt show up on my pc,game,9,1
2139,match round one,8,[1:27:24] ,battlebrn,yesd,goodp,6,1
2140,match round one,8,[1:27:27] ,infectedjazz,i thought it came out tomorrow,game,9,1
2141,match round one,8,[1:27:32] ,ragingmarmot,all these characters seem like they put some effort into them,game,9,1
2142,match round one,8,[1:27:32] ,squalladv,not bronze at all,game,9,1
2143,match round one,8,[1:27:35] ,battlebrn,no its out now,game,9,1
2144,match round one,8,[1:27:43] ,vampirekoala,cant wait to try honda but got work,game,9,1
2145,match round one,8,[1:27:44] ,battlebrn,go to steam,game,9,1
2146,match round one,8,[1:27:46] ,someguyzero,youre getting nervous,other,10,1
2147,match round one,8,[1:27:47] ,diazhhh,what a mark,goodp,6,1
2148,match round one,8,[1:27:48] ,ezous,who won evo,question,8,1
2247,match round one,8,[1:31:14] ,toumakami,the ehonda smurf is waiting for u,game,9,99
2248,match round one,8,[1:31:16] ,fightersarg,te rascas la espalda con un palo maestro,other,10,1
2249,match round one,8,[1:31:25] ,taken,i want to try lucia and posion,cinfo,5,1
2250,match round one,8,[1:31:25] ,nytecrawla,smurf,game,9,1
2251,match round one,8,[1:31:25] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10,1
2252,match round one,8,[1:31:27] ,leafretv,the poor newbies who downloaded sfv cause of the free trial after evo are going to uninstall,game,9,1
2253,match round one,8,[1:31:30] ,vampirekoala,bronze boy,game,9,1
2254,match round one,8,[1:31:32] ,valeriobr,bronze yeah poooound,game,9,1
2255,match round one,8,[1:31:33] ,darnellplayer,poison i want away from me,cinfo,5,1
2256,match round one,8,[1:31:39] ,omegachainox,too much waifus,other,10,1
2257,match round one,8,[1:31:40] ,hulkbusterv,may i have this dance walk,request,1,1
2258,match round one,8,[1:31:41] ,melloww,lmaoi,goodp,6,1
2259,match round one,8,[1:31:46] ,snowfarmer,dash looks fast,caction,3,1
2260,match round one,8,[1:31:55] ,someguyzero,does poison have a dp,question,8,1
2261,match round one,8,[1:31:55] ,squalladv,why only default season free tho capcom,question,8,1
2262,match round one,8,[1:32:14] ,dtested,after you do shoulder charge crouch lp into vskill,request,1,1
2263,match round one,8,[1:32:25] ,brandx,poison cr lk is i hear,cinfo,5,1
2264,match round one,8,[1:32:27] ,shinzo,if newbies were jumping into ranked right away then they would uninstall anyway not gonna get far button mashing with knowledge,game,9,1
2361,match round one,8,[1:36:30] ,eltaninz,she looks pretty amazing imo,cdesign,4,97
2362,match round one,8,[1:36:30] ,lalilulelolz,i think shes awesome,cinfo,5,1
2363,match round one,8,[1:36:32] ,izicken,good,goodp,6,1
2364,match round one,8,[1:36:33] ,enzo,she seems fun,cinfo,5,1
2365,match round one,8,[1:36:36] ,dacjosh,i think she probably has a good shimmy game,cinfo,5,1
2366,match round one,8,[1:36:37] ,taken,is the bundle out on psn yet,game,9,1
2367,match round one,8,[1:36:38] ,fedorabattlemaster,shes got,cinfo,5,1
2368,match round one,8,[1:36:38] ,johnieshabravo,shes pretty amazing,cinfo,5,1
2369,match round one,8,[1:36:39] ,kantokid,pretty solid so far,cinfo,5,1
2370,match round one,8,[1:36:39] ,yamsandjams,she seems ok,cinfo,5,1
2371,match round one,8,[1:36:40] ,zyxwhitewind,i like,goodp,6,1
2372,match round one,8,[1:36:41] ,horseapples,i dont like fireballs she seems nice otherwise,cinfo,5,1
2373,match round one,8,[1:36:41] ,thablackoshin,she dope as hell,cinfo,5,1
2374,match round one,8,[1:36:41] ,damuffinman,shes got a decent rack,cinfo,5,1
2375,match round one,8,[1:36:45] ,fedorabattlemaster,shes hot,cdesign,4,1
2376,match round one,8,[1:36:46] ,dangalfthekrey,she seems cool af,cdesign,4,1
2377,match round one,8,[1:36:48] ,noggetgump,she looks like an all around,cdesign,4,1
2378,match round one,8,[1:36:53] ,darnellplayer,she seems cool,cdesign,4,1
2379,match round one,8,[1:36:57] ,peepcan,i like her theme,cdesign,4,1
2380,match round one,8,[1:36:57] ,fyzx,fchamp is convinced lucia is top tier,cinfo,5,1
2381,match round one,8,[1:36:57] ,komradekontroll,i wanna try her out,cinfo,5,1
2382,match round one,8,[1:36:58] ,izicken,she fun for sure,cinfo,5,1
2383,match round one,8,[1:36:58] ,ninjavanish,shes better than i thought she was going to be,cinfo,5,1
2384,match round one,8,[1:36:59] ,ninodiablo,shes pretty good,cinfo,5,1
2385,match round one,8,[1:37:01] ,komradekontroll,and peep r,other,10,1
2386,match round one,8,[1:37:02] ,thatjapanesedude,her accent is top tier,cdesign,4,1
2387,match round one,8,[1:37:04] ,realtier,another blonde hggokay,cdesign,4,1
2388,match round one,8,[1:37:04] ,spacedive,harness your innner diago,other,10,1
2389,match round one,8,[1:37:06] ,brandx,dont like her animations though combos seem fine,cdesign,4,1
2390,match round one,8,[1:37:07] ,ninodiablo,a lot of mobility,cinfo,5,1
2427,match round one,8,[1:38:32] ,yamsandjams,what are friends for,question,8,37
2428,match round one,8,[1:38:33] ,empcannedpasta,there is no leaks lmaoooooooo,other,10,1
2429,match round one,8,[1:38:34] ,hurked,dont ask him for shit,other,10,1
2430,match round one,8,[1:38:34] ,gruffgridof,the sc guy took a shot at them too,other,10,1
2431,match round one,8,[1:38:36] ,taken,poor,badp,7,1
2432,match round one,8,[1:38:38] ,rashidoo,dont ask me for sht,other,10,1
2433,match round one,8,[1:38:39] ,shinzo,iy wasnt even capcoms fault about the leaks it was valve,game,9,1
2434,match round one,8,[1:38:40] ,daveski,he made fun of soul calibers choppy video too,other,10,1
2435,match round one,8,[1:38:41] ,brandx,honda on vt has mad comeback if you cant as on reflex,cinfo,5,1
2436,match round one,8,[1:38:43] ,someguyzero,bet will get revenge next year,cinfo,5,1
2437,match round one,8,[1:38:43] ,kiboshkaibutsu,uptime,other,10,1
2438,match round one,8,[1:38:44] ,moobot,has been streaming for h m,other,10,1
2439,match round one,8,[1:38:45] ,spacedive,so what was that metal gear thing snake for tekken,other,10,1
2440,match round one,8,[1:38:50] ,dangalfthekrey,harada and okubo fired shots on,cinfo,5,1
2441,match round one,8,[1:38:50] ,ragingmarmot,tough love,other,10,1
2442,match round one,8,[1:38:51] ,thatjapanesedude,came out with an aplogy scroll on stage and harada parodied it,other,10,1
2443,match round one,8,[1:38:55] ,megatonbeef,bro the arcs system guy talked shit on and got booed for it,other,10,1
2444,match round one,8,[1:39:00] ,kiboshkaibutsu,damn it missed the beginning parts,other,10,1
2445,match round one,8,[1:39:03] ,boredom,soul caliber guy made fun of too,other,10,1
2446,match round one,8,[1:39:04] ,realtier,atpharada dont ask me for shit,other,10,1
2447,match round one,8,[1:39:04] ,horseapples,harada is lucky people have low standards and seem to lap up tekken,other,10,1
2448,match round one,8,[1:39:04] ,kirb,what did harada do,question,8,1
2449,match round one,8,[1:39:07] ,spookyleonnueve,eagle would have been awesome,other,10,1
2450,match round one,8,[1:39:08] ,laughswithknives,atpharada we dont have leaks cuz we dont have shit,other,10,1
2451,match round one,8,[1:39:13] ,thatjapanesedude,that was the sc guy,other,10,1
2452,match round one,8,[1:39:14] ,ragingmarmot,they probably knew it was gaben,other,10,1
2453,match round one,8,[1:39:17] ,ninodiablo,poorygone ill have to look at some final fight videos again,other,10,1
2454,match round one,8,[1:39:18] ,poorygone,evo did that snake thing,game,9,1
2455,match round one,8,[1:39:20] ,kristoffers,you did start with lucia i love it,cinfo,5,1
2456,match round one,8,[1:39:22] ,squalladv,more smurf,request,1,1
2457,match round one,8,[1:39:27] ,xer,love this new stage,game,9,1
2458,match round one,8,[1:39:32] ,squalladv,this one is not bronze at all,game,9,1
2459,match round one,8,[1:39:33] ,roninwoof,wait why do people hate necali again,question,8,1
2460,match round one,8,[1:39:34] ,megatonbeef,poorygone rude to do,other,10,1
2461,match round one,8,[1:39:35] ,jar,lucia generic sonya,cinfo,5,1
2558,match round one,8,[1:43:58] ,ensanesane,i thought it was zeku army,other,10,97
2559,match round one,8,[1:44:05] ,metalxoath,new option in training mode what is it,game,9,1
2560,match round one,8,[1:44:06] ,renevbz,her intro is so gay,cdesign,4,1
2561,match round one,8,[1:44:07] ,squalladv,yeah juri will be nerfed for sure,cinfo,5,1
2562,match round one,8,[1:44:09] ,boubof,hi everybody no season pass just fm,other,10,1
2563,match round one,8,[1:44:10] ,menat,when are they gonna add ed,question,8,1
2564,match round one,8,[1:44:14] ,megatonbeef,thedarkfenix left for smash,other,10,1
2565,match round one,8,[1:44:15] ,acekings,renevbz lol why,other,10,1
2566,match round one,8,[1:44:16] ,ninodiablo,no balance patch,game,9,1
2567,match round one,8,[1:44:16] ,serow,the announcement was that there will be an announcement in novdec,other,10,1
2568,match round one,8,[1:44:19] ,crypticrumpet,tbh the game is in a good place balance wise,game,9,1
2569,match round one,8,[1:44:19] ,poorygone,they just announced something for nov and dec and thats it,game,9,1
2570,match round one,8,[1:44:19] ,chronodragon,karin army rise,request,1,1
2643,match round one,8,[1:47:10] ,ensanesane,final fight hype,other,10,73
2644,match round one,8,[1:47:12] ,countmeowingtonn,give the mayor some kawfee,other,10,1
2645,match round one,8,[1:47:13] ,nightmarejames,was kages vt bars before,other,10,1
2646,match round one,8,[1:47:16] ,goldcarats,she seems super interesting she just needs to be in the right hands,cdesign,4,1
2647,match round one,8,[1:47:16] ,llesor,lore battle,other,10,1
2648,match round one,8,[1:47:17] ,squalladv,lore fight ohmydog,goodp,6,1
2649,match round one,8,[1:47:17] ,darnellplayer,zyxwhitewind,other,10,1
2650,match round one,8,[1:47:18] ,naughtyjuri,solid snake better be in tekken and fuck evo shitty joke,other,10,1
2651,match round one,8,[1:47:23] ,ssjsoujiro,cannon match up,other,10,1
2652,match round one,8,[1:47:25] ,garlandu,such deep lore,goodp,6,1
2653,match round one,8,[1:47:26] ,azurewotan,is that an anti air tatsu,question,8,1
2654,match round one,8,[1:47:31] ,rorboy,tur da be ba,other,10,1
2655,match round one,8,[1:47:32] ,chronodragon,time to beat up the mayor,request,1,1
2656,match round one,8,[1:47:33] ,squalladv,naughtyjuri check evo twitter snake was just a joke,other,10,1
